LEI,Legal Name,Parent LEI,Parent Legal Name
2138001DQ4B8P94B6I63,SALADS TO GO LIMITED,2138001UTF5V7P3OJG52,AGRIAL FRESH PRODUCE LTD
2138001DTJSYWG1FXF73,ARROW FRANCE LILLE SNC,N/A,N/A
2138001DT646ITTDFQ80,MRS N E CLARKE WILL TRUST,N/A,N/A
2138001DTNXZMMUFME78,BRIDLINGTON CASH & CARRY LTD DIRECTORS PENSION SCHEME,N/A,N/A
2138001DSYNHZJRQF816,BARE TRUST FOR LADY ROSE VICTORIA BIRGITTE LOUISE GILMAN,N/A,N/A
2138001DSMM5PKNWZ646,MILLSTREAM YIELD LTD,N/A,N/A
2138001DSP1W3A2C5T71,"JADE BRAND OVERSEAS CO., LTD.",N/A,N/A
2138001DSJVLZSB89Q25,INISTORE TRUST,N/A,N/A
2138001DUIO7NEJ5L869,WAVE INVEST & FINANCE S.A.,N/A,N/A
2138001DUUG3XIXT3D66,JPC INVESTMENTS LIMITED,N/A,N/A
2138001DVJTBOEDBWA15,THE RUTH POVALL WILL TRUST,N/A,N/A
2138001DVAHXYVS7AM84,ΧΡΩΜΑ ΚΤΗΜΑΤΙΚΗ ΤΕΧΝΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΜΕΛΕΤΗΤΙΚΗ ΚΑΙ ΤΟΥΡΙΣΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001DV9UJT5TP4G82,MRS EM DOUGLASS WILL TRUST,N/A,N/A
2138001DVALDAX58LT42,CURLE STEWART NOMINEES LIMITED,N/A,N/A
2138001DUHCXRJZKBA57,ROYAL & SUN ALLIANCE PROPERTY SERVICES LIMITED,549300HOGQ7E0TY86138,RSA INSURANCE GROUP LIMITED
2138001DUCFFQZEF9C37,"איי.אל.אס. ברוקרס בע""מ",549300L00R2QND4VLA84,SPECTRON SERVICES LIMITED
2138001DVRJ3VYR7GR54,R BALDWIN DISCRETIONARY SETT 2002,N/A,N/A
2138001DVXKKRYOLKF47,EMIRATES SOLAR POWER COMPANY L.L.C.,N/A,N/A
2138001DVTPYO3L8J469,MRS JEAN GILL DISCRETIONARY WILL TRUST,N/A,N/A
2138001DVS6WHNUSVB15,GRANGE AGRICULTURAL & MOTOR ENGINEERS LIMITED,N/A,N/A
2138001DVKPZF8DT3N63,BRITISH AMERICAN TOBACCO FRANCE,N/A,N/A
2138001DVWJFFT8UHI11,BIOPHARMA CMC REGULATORY CONSULTANCY SERVICES LIMITED,N/A,N/A
2138001DVPVS3WAEYU33,COMMANDER M E ST Q WALL'S MARRIAGE SETTLEMENT,N/A,N/A
2138001DVTH3V4NCGT74,THE JOHN TUDOR DISCRETIONARY LOAN TRUST 2,N/A,N/A
2138001DWVJJ7ZAYB803,SDD HOLDINGS PTE. LTD.,N/A,N/A
2138001DWNLVT5HF8T24,GLOBAL EMERGING MARKETS CORPORATE SUSTAINABLE BOND,N/A,N/A
2138001DX1JI8XHM4872,PETER ASTAIRE LIFE INTEREST TRUST,N/A,N/A
2138001DWATDHQTZWY32,HEKET HOLDINGS JERSEY LIMITED,N/A,N/A
2138001DWW2PYBKAUC50,MRS M R HILL DISCRETIONARY TRUST,N/A,N/A
2138001DW9JDZTMKIM22,THY-MORS ENERGI ELNET A/S,213800OQ54SEZZE48F24,THY-MORS ENERGI A.M.B.A.
2138001DVMVYUP4PDJ22,"INTERVISA - VIAGENS E TURISMO UNIPESSOAL, LDA",213800141HC4V3X8R172,PESTANA INTERNATIONAL HOLDINGS S.A.
2138001DXKJ1O8TOM265,OCTARINE INVESTMENTS LIMITED,N/A,N/A
2138001DXLQG2FYWMY75,THE NATIONAL COUNCIL OF WOMEN OF GREAT BRITAIN,N/A,N/A
2138001DY15BXWLQ7C60,STRATEGIC ASSET MANAGERS LIMITED,N/A,N/A
2138001DX1Y7VVYMF653,CRAVEN INVESTMENT CLUB,N/A,N/A
2138001DXKJELMG63N38,TRADEX MIDDLE EAST FZE,N/A,N/A
2138001DXWOKHUUXAO79,ANDELSBOLIGFORENINGEN BLOMSTEN,N/A,N/A
2138001DYBOZY9SVVK68,RISKWISETRADING DMCC,N/A,N/A
2138001DXZ1XDPBN6Y80,THE JOHN HENRY VYE DISCRETIONARY SETTLEMENT,N/A,N/A
2138001DXJISQMQN7E55,1ST BATTALION THE ROYAL IRISH REGIMENT,N/A,N/A
2138001DXKYN79S9I211,SANDSTREAM HOLDINGS LIMITED,N/A,N/A
2138001DYO3AYRLE4W53,CHR. OLESEN MINERALS GMBH,N/A,N/A
2138001DYL57PZGETC38,FREDERICK JOHN EDWARD PIPER WI,N/A,N/A
2138001DYMR4GIK2HU53,JUDY AND PAUL DEWINTER CHARITABLE TRUST,N/A,N/A
2138001DYQNL7WEIJD60,GREY GULL LIMITED,N/A,N/A
2138001DYQBTWDNICE93,AGNEW ANDRESS HIGGINS SOLICITORS LIMITED,N/A,N/A
2138001DYYISYDB1W478,R.J. FEILDEN WILL TRUST,N/A,N/A
2138001DZ9E7G1QORM98,J.E. PALMER MARRIAGE SETTLEMENT FOR LADY ANN BERRY,N/A,N/A
2138001DZGJHR7UJCV13,GALAXY BROADBAND COMMUNICATIONS INC.,N/A,N/A
2138001DYWK3HERD6723,TRUSTEES OF A D E TEBBS,N/A,N/A
2138001DZDBM9X2ZI177,NBS EUROPE LIMITED,N/A,N/A
2138001DZISYSID3X176,ROSEMARY CROOKS TRUST,N/A,N/A
2138001DZI74LW8ODP94,T J H HOSKIN WILL TRUST,N/A,N/A
2138001DZEDO69WE9T66,E J COLLINS & SONS,N/A,N/A
2138001DZGZSAJIBVP89,WS ACCESS EMERGING MARKETS EQUITY FUND – COLUMBIA THREADNEEDLE,N/A,N/A
2138001DZFKVVNW5YO21,Ε. ΚΡΟΜΜΥΔΑΚΗΣ ΕΡΓΟΛΑΒΙΚΗ - ΞΕΝΟΔΟΧΕΙΑΚΗ - ΤΟΥΡΙΣΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001DZPKMNFNVJN27,F&C PORTFOLIOS - F&C RESPONSIBLE SHARIA GLOBAL EQUITY,N/A,N/A
2138001DZUG3WATW2D38,ACP PROMOTIONS LTD,N/A,N/A
2138001DZW5ND73AC336,HOMEFINDERS (INVERCLYDE) LTD,N/A,N/A
2138001DZNOSNCM24K07,"CERTA ZÁRGYÁRTÓ, PRÉSÖNTŐ ÉS SZERSZÁMKÉSZÍTŐ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG",N/A,N/A
2138001DZPVZCD55XM97,"UAB ""KOLMISOFT""",N/A,N/A
2138001E22YAANNGLK88,MACLAU INVESTMENT LTD.,N/A,N/A
2138001E19LXJX981O27,NORDIC CAPITAL CV1 LIMITED,N/A,N/A
2138001E262YO6P48204,THE HILL EDUCATION TRUST,N/A,N/A
2138001E1SR4DGLGTA64,TOM JOULE DISCRETIONARY TRUST 2018/5,N/A,N/A
2138001E12GWLLDQQF16,CURRYS PLC,N/A,N/A
2138001E158JR9D3QU04,LANCELOT HASLUCK TRUST,N/A,N/A
2138001E1E6L4Z73L452,Ejendommen Algade 10 I/S,N/A,N/A
2138001E21RPXNWL6917,AKL (YORK) LIMITED,N/A,N/A
2138001E17D2OF7MM392,J E MANFIELD C SETTLEMENT,N/A,N/A
2138001E29J16LYL5O40,ALEXANDER COOMBES LTD EXECUTIVE PENSION SCHEME,N/A,N/A
2138001E2H4N16WY5L59,INTEROGO TREASURY AG,N/A,N/A
2138001E2DQ9LAD8VX29,CHORUS CAPITAL CREDIT FUND V USD SERIES A4 SCSP,N/A,N/A
2138001E2ENDFGINVU57,DALEGARTH LIMITED,N/A,N/A
2138001E2DZE73QBYC27,LADY M HEATHCOTE SETTLEMENT 7/,N/A,N/A
2138001E1FF2I3XIDP91,SHEFFIELD TOWN TRUST,N/A,N/A
2138001E3QD4TCDSAY70,MR E C F BIGGINS WILL TRUST,N/A,N/A
2138001E2R3RHZ188O84,R W PENNINGTON WILL TRUST,N/A,N/A
2138001E2YIP3U71VU33,MRS. J. F. H. UHTHOFF APPOINTMENT,N/A,N/A
2138001E2JYSRD6K5D32,MRS D C D PRATT WILL TRUST,N/A,N/A
2138001E4OCCNAFFGO68,GERTRUDE BIGGS DISCRETIONARY TRUST 6/,N/A,N/A
2138001E2Y8SDOK2FF16,W J KENYON JONES 1984 SETTLEMENT,N/A,N/A
2138001E3QGNG31OB256,TRANSFORM SCHOOLS (BASSETLAW) LIMITED,N/A,N/A
2138001E4B6YGE1PVL14,INFINITY ENERGY MANAGEMENT LTD.,N/A,N/A
2138001E2ZEL8AVW7O94,AIA SINGAPORE PRIVATE LIMITED,N/A,N/A
2138001E3FN8DUPHQ602,JOHN INNES FOUNDATION,N/A,N/A
2138001E4VN8M4DNEJ34,METROPOLITAN POLICE ATHLETIC ASSOCIATION,N/A,N/A
2138001E4TTYZNQCQR10,THE A.G. TOWNSEND - ROSE DISCRETIONARY WILL TRUST,N/A,N/A
2138001E5XFMA621Z862,RONALD MCDONALD HOUSE CHARITIES (UK),N/A,N/A
2138001E5VXQD4TZS706,THE MURIEL WOELLWARTH TRUST,N/A,N/A
2138001E5FQWY6JLK507,PALOMINO INVESTMENTS LIMITED,N/A,N/A
2138001E72KX4DK6SF95,E K JOHNSTONE 1944 MARRIAGE SETTLEMENT,N/A,N/A
2138001E6X21QQRWHO54,ENTRUST GLOBAL ABSOLUTE RETURN FUND PCC LIMITED,N/A,N/A
2138001E6F57W2V4B715,CEFERON LIMITED,N/A,N/A
2138001E66L6FFO3QI85,PATRIMOINE GENERATION ALPHA,N/A,N/A
2138001E6FFZD7QJJ942,THE M J C HAWKES CHILDREN'S SETTLEMENT,N/A,N/A
2138001E6SSHK9RDSV34,MR. H. E. G. GEE'S DAUGHTER'S SETTLEMENT,N/A,N/A
2138001E6D1QAO95HQ83,THE E D S LAING 2016 SETTLEMENT,N/A,N/A
2138001E632SCWDHDX50,PRIMUS MARKETS INTL LIMITED,N/A,N/A
2138001E6EXQJYUNLD35,18 ST JOHN STREET TRUST,N/A,N/A
2138001E7MG4OW2V2E80,MALVERN HILLS CONSERVATORS,N/A,N/A
2138001E7T78IH4WF392,ITG GROUP PLC,N/A,N/A
2138001E7BW84AYHHW93,THE JOHN KEITH WILLIAM DAVIES WILL TRUST,N/A,N/A
2138001E84IF2FN3DX39,HOLROYD COMPONENTS LIMITED,N/A,N/A
2138001E66EELTE7Y904,ARM HOLDINGS PLC,5493003BZYYYCDIO0R13,ソフトバンクグループ株式会社
2138001E7XVWK2Y6QA15,VGC PARTNERS I LP,N/A,N/A
2138001E8DF3CPKBKS87,ICG EUROPE FUND VII INVESTMENT S.À R.L.,N/A,N/A
2138001E8CO6YYZU7421,"COLLER INTERNATIONAL PARTNERS VIII LUXEMBOURG, SLP",N/A,N/A
2138001E9EZNZTJH2I06,OAKLEE TRINITY LIMITED,N/A,N/A
2138001E8EE69I2EN852,Carlsson Norén Yield Opportunity,N/A,N/A
2138001E9EWVTHKMNP50,I F S (SP) LIMITED,N/A,N/A
2138001E8E4VYRU5FQ67,THE CENTRAL ENGLAND AREA QUAKER MEETING CHARITIES,N/A,N/A
2138001E8BAK3OXZGG87,SECUCOR FINANCE 2013-I DESIGNATED ACTIVITY COMPANY,N/A,N/A
2138001E9QAE5YOVYZ06,ROGER O'MEARA DECEASED WILL TRUST,N/A,N/A
2138001E9Y61V7I3SH36,RICHARDS & APPLEBY LTD RETIREMENT BENEFIT SCHEME,N/A,N/A
2138001E9ZGSZJ14ZD04,THE ARTS & FASHION CO LIMITED RETIREMENT & DEATH BENEFIT SCHEME,N/A,N/A
2138001EA1X6O73LF493,THE AVRIL SHEPHERD WILL TRUST,N/A,N/A
2138001EAAEA578YF963,SHAFTESBURY GROUP HOLDINGS LIMITED,N/A,N/A
2138001E9FB4VK4GKW21,RAYMOND PAUL GEMMELL WILL TRUST,N/A,N/A
2138001E8WW2OHAB6R70,NAPOLEON FUND,N/A,N/A
2138001E8R3J1PSJ7R14,QUADRO CAPITAL MANAGEMENT S.A.,N/A,N/A
2138001EBO8MBZMD4333,HARRY SUNASKY DECEASED,N/A,N/A
2138001EADUJ3RE2V482,Sandryds Handels Aktiebolag,N/A,N/A
2138001EAKRLLMH34A56,ISLINGTON BENWELL 3 LTD,N/A,N/A
2138001EACMPBEC5TI73,PIPLANI CONSULTING LTD,N/A,N/A
2138001EAFMCG5L59T04,ABDUCO PECUNIA NOVUS INC.,N/A,N/A
2138001EALB7PRJY3H59,MISS ANNE MOUBRAY VARIATION TRUST,N/A,N/A
2138001EB5MYVAGQ2N11,THE SYLVIA PYE NO. 1 TRUST,N/A,N/A
2138001EBYX7Q95KTH87,THE D J GOOD LIFE INTEREST TRUST,N/A,N/A
2138001EABVUDFLF8P87,THE ANTHONY JOHN GREEN DISCRETIONARY SETTLEMENT,N/A,N/A
2138001EBZ8XUM3Y8B49,MR J M S JOHNSTON - SETTLEMENT,N/A,N/A
2138001EBYZ5VW2G2B53,P A WALFORD GRANDCHILDREN'S SETTLEMENT,N/A,N/A
2138001ECW8UESRVOR05,THE ALI NZ TRUST RE MARAITA FUND,N/A,N/A
2138001ECPJNRD6JTJ97,"BILTMORE ENTERPRISES HOLDINGS, INC.",N/A,N/A
2138001EACKDK79XHD56,ALFIX A/S,54930075P8CVUIMH9149,ADHESIVE HOLDING ApS
2138001ECMFJSXQCMD06,BRIGADIER A C GORE DISCRETIONARY SETTLEMENT,N/A,N/A
2138001ECX5E6AFZU549,SHERU INVESTMENTS LTD,N/A,N/A
2138001EDD6E4SIAF997,R M G HOARE WILL TRUST COMBINED PORTFOLIO,N/A,N/A
2138001EE4PUYSOS1740,SYNTHEIA CORPORATION,N/A,N/A
2138001EDAMM64ON8790,INVESTEC GLOBAL STRATEGY FUND - ONSHORE RENMINBI BOND FUND,N/A,N/A
2138001EEFFR4U1XNB51,ACTIS ENERGY 4 CO-INVESTMENT (ECHO) LP,N/A,N/A
2138001EDOUFW94J6B88,CEDAR PROPERTY ASSETS GROUP LTD,N/A,N/A
2138001ED9N37A6G1X79,HELEN M WELLER LIFERENT TRUST,N/A,N/A
2138001EE2ZVN9HFLP78,PANEUROPEAN RETAIL PROPERTIES,N/A,N/A
2138001EDYF25HVNJK28,NEW FETTER LANE UNIT TRUST,N/A,N/A
2138001ED4OMIM44Y602,KREOS CAPITAL VII SCSP,N/A,N/A
2138001EEKEOBXLEAP41,LIFOGRAME INVESTMENTS LIMITED,N/A,N/A
2138001EEUBK5M7S7P02,COUNTEVER LIMITED,N/A,N/A
2138001EEIR963M27116,MR P E COOPER DECEASED 02,N/A,N/A
2138001EEMLAU5NIW992,ORSAY BIDCO 1 B.V.,N/A,N/A
2138001EETDXSK5JVP27,LCIV NATURE BASED SOLUTIONS FUND,N/A,N/A
2138001EEW1JG6E6M645,DR NJ PEASE DECEASED WILL TRUST,N/A,N/A
2138001EFXUV7PKSGX28,GC NEST SICAV PLC,N/A,N/A
2138001EFUM1NGS8M313,JARRARDS LIMITED SELF ADMINISTERED PENSION SCHEME,N/A,N/A
2138001EGCPS2LI8LH56,SIXTUS THOMSEN & SØN A/S,N/A,N/A
2138001EEY6MQCFE5L12,DR D A JENNINGS DISCRETIONARY SETTLEMENT,N/A,N/A
2138001EFBIOIPG6V457,Cell A The CC1 Fund,N/A,N/A
2138001EFOLKVE2M2J29,MICHAEL DAVIES AND ASSOCIATES LIMITED,N/A,N/A
2138001EF526AN9USG62,BENNETTS A/C E A J SALKELD DECEASED WILL TRUST,N/A,N/A
2138001EF8EMELU2JU64,SALTBÆK AGRO V/KJELD OLESEN,N/A,N/A
2138001EG8CYWRQQ5U63,GEORGE CAPITAL 2 (SHREWSBURY) LIMITED,N/A,N/A
2138001EGM3LEAOUAO63,CAE GLAS CHARITY,N/A,N/A
2138001EH3JW38F3G310,PACKWOOD PARTNERS LTD,N/A,N/A
2138001EGWZ5M73VJ635,ODYSSEY FUND SICAV SIF,N/A,N/A
2138001EGXKFRNSX6611,ALTOR II AGGREGATOR TOPCO LIMITED,N/A,N/A
2138001EH6BWESHYT186,ANTARES INVESTMENT COMPANY LIMITED,N/A,N/A
2138001EHNB2OWWHRM42,H KILLINGBACK GRANDCHILDREN'S SETTLEMENT 1994,N/A,N/A
2138001EIZSKTQRV3S17,Precise Credit Solutions 26 S.à r.l.,N/A,N/A
2138001EHA4AM7TW9X45,ONYX L.P.,N/A,N/A
2138001EHCSF7ZANVD47,SOREC LIMITED,N/A,N/A
2138001EIO82SPHR9L98,CARE HOME INVESTMENTS (WADHURST) LLP,N/A,N/A
2138001EIHXCENS8HP50,INDIGO PLANNING LIMITED EMPLOYEE SHARE OWNERSHIP PLAN TRUST,N/A,N/A
2138001EHSMQV87EXT20,FETTON LIMITED,N/A,N/A
2138001EIFY2J2L12704,EGLWYS BRESBYTERAIDD CYMRU - THE PRESBYTERIAN CHURCH OF WALES,N/A,N/A
2138001EI5XGQN9NH817,MPG ARTEMIS GP LIMITED,N/A,N/A
2138001EIAOMEX4OBR02,FRIENDS LIFE MARKETING LIMITED,N/A,N/A
2138001EJF1O3QOOXY56,MRS ROSEMARY C PARTNER DISCRETIONARY LOAN,N/A,N/A
2138001EJ4PCXBZ7AX93,USHA COMMUNICATIONS TECHNOLOGY LTD.,N/A,N/A
2138001EJGYVP6LYSN97,WALPOLE TRUST 1966,N/A,N/A
2138001EJ5BNM8CY7553,DANSAND A/S,N/A,N/A
2138001EJMHOC4P2KX63,CATHERINE ELIZABETH GRIEVE'S TRUST,N/A,N/A
